200;13;6;4;3;3;3;3;2;3;2;
400;29;22;18;19;17;17;17;17;17;17;
600;84;65;68;67;68;69;67;69;69;67;
800;181;164;170;168;167;167;169;168;169;173;
1000;342;327;319;322;345;315;336;333;338;337;
1200;652;661;663;663;665;660;664;665;670;669;
1400;1067;1086;1068;1075;1092;1083;1084;1088;1089;1107;
1600;1630;1647;1670;1646;1668;1655;1663;1669;1680;1693;
1800;2377;2389;2405;2425;2435;2447;2429;2421;2452;2472;
2000;4242;4310;4196;4262;4218;4257;4263;4267;4222;4302;
