200;8;4;4;3;2;2;2;2;2;2;
400;39;20;21;20;21;21;21;21;21;21;
600;91;78;81;81;84;81;85;82;81;78;
800;211;199;198;195;198;205;201;190;196;209;
1000;373;356;372;381;369;383;381;371;388;382;
1200;683;691;705;722;702;719;702;708;684;709;
1400;1109;1115;1077;1092;1103;1175;1109;1106;1126;1103;
1600;1673;1697;1710;1667;1726;1713;1670;1764;1747;1712;
1800;2533;2477;2515;2486;2507;2470;2534;2627;2503;2525;
2000;4374;4536;4358;4355;4378;4496;4342;4263;4412;4295;
