200;8;3;3;3;3;3;3;2;2;3;
400;28;29;31;29;31;29;29;30;29;29;
600;106;92;112;109;95;108;105;106;105;98;
800;243;247;249;234;239;250;256;229;216;229;
1000;444;453;411;443;432;420;410;459;441;421;
1200;756;812;774;803;733;813;756;734;702;736;
1400;1274;1245;1156;1209;1176;1193;1276;1195;1270;1241;
1600;1935;1868;1895;1854;1889;1829;1828;1805;1919;1794;
1800;2701;2697;2760;2654;2821;2787;2712;2715;2770;2839;
2000;4743;4652;4896;4670;4595;4544;4813;4831;4726;4859;
